,0,1,2,3,4,target
0,0,21,1,2010,1,1.3
1,0,21,1,2011,1,1.6
2,0,21,1,2012,2,1.5
3,0,21,3,2010,4,5.9
4,0,21,3,2012,5,3.7
5,0,21,3,2014,3,98.1
6,0,21,5,2010,2,6.4
7,0,21,5,2011,7,5.1
8,0,21,5,2013,1,3.8
9,0,21,5,2015,2,3.1
10,0,21,5,2016,3,5.2
11,0,21,5,2017,6,5.2
12,0,21,7,2016,1,29.7
13,0,21,9,2010,5,3.6
14,0,21,9,2011,6,3.0
15,0,21,9,2012,4,3.0
16,0,21,9,2013,3,4.6
17,0,21,9,2014,3,2.7
18,0,21,9,2015,3,3.0
19,0,21,9,2017,4,4.2
20,0,21,11,2010,1,2.9
21,0,21,11,2011,4,3.0
22,0,21,11,2012,3,3.4
23,0,21,11,2013,1,2.8
24,0,21,11,2015,5,3.1
25,0,21,11,2016,3,7.6
26,0,21,11,2017,6,7.6
27,0,21,13,2010,10,8.4
28,0,21,13,2011,8,7.5
29,0,21,13,2012,6,7.3
30,0,21,13,2013,6,5.9
31,0,21,13,2014,8,9.0
32,0,21,13,2015,11,35.3
33,0,21,13,2016,6,53.0
34,0,21,13,2017,4,53.0
35,0,21,15,2010,7,13.8
36,0,21,15,2011,10,11.7
37,0,21,15,2012,3,11.8
38,0,21,15,2013,2,12.9
39,0,21,15,2014,20,80.0
40,0,21,15,2015,80,58.1
41,0,21,15,2016,77,41.5
42,0,21,15,2017,129,41.5
43,0,21,17,2010,2,5.5
44,0,21,17,2011,2,5.1
45,0,21,17,2013,1,1.2
46,0,21,17,2015,1,1.9
47,0,21,17,2016,2,2.2
48,0,21,17,2017,6,2.2
49,0,21,19,2010,7,7.4
50,0,21,19,2011,7,8.4
51,0,21,19,2012,7,7.4
52,0,21,19,2013,7,9.4
53,0,21,19,2014,11,8.3
54,0,21,19,2015,10,17.5
55,0,21,19,2016,15,55.8
56,0,21,19,2017,65,55.8
57,0,21,21,2010,1,1.0
58,0,21,21,2011,1,1.0
59,0,21,21,2012,4,1.0
60,0,21,21,2013,1,4.6
61,0,21,21,2014,7,4.7
62,0,21,21,2015,6,19.5
63,0,21,21,2016,18,46.1
64,0,21,21,2017,51,46.1
65,0,21,23,2011,1,1.1
66,0,21,23,2012,2,1.0
67,0,21,23,2013,2,1.0
68,0,21,23,2014,1,7.5
69,0,21,23,2015,4,2.7
70,0,21,23,2016,5,5.6
71,0,21,25,2010,13,13.0
72,0,21,25,2011,6,11.8
73,0,21,25,2012,13,9.3
74,0,21,25,2013,14,3.4
75,0,21,25,2014,2,5.2
76,0,21,25,2015,5,1.2
77,0,21,25,2016,1,2.6
78,0,21,25,2017,3,2.6
79,0,21,27,2011,1,1.0
80,0,21,27,2012,1,1.0
81,0,21,27,2017,1,1.5
82,0,21,29,2010,9,11.7
83,0,21,29,2011,12,8.5
84,0,21,29,2012,1,6.2
85,0,21,29,2013,5,7.0
86,0,21,29,2014,4,5.4
87,0,21,29,2015,5,11.5
88,0,21,29,2016,12,17.3
89,0,21,29,2017,31,17.3
90,0,21,31,2010,1,1.3
91,0,21,31,2014,1,2.6
92,0,21,31,2016,4,2.9
93,0,21,33,2011,1,1.2
94,0,21,33,2014,1,13.9
95,0,21,33,2016,1,3.5
96,0,21,33,2017,1,3.5
97,0,21,35,2011,1,1.0
98,0,21,35,2013,1,1.5
99,0,21,35,2015,1,1.5
100,0,21,35,2016,1,2.9
101,0,21,35,2017,5,2.9
102,0,21,37,2010,27,22.0
103,0,21,37,2011,22,16.4
104,0,21,37,2012,14,16.9
105,0,21,37,2013,11,56.0
106,0,21,37,2014,61,73.4
107,0,21,37,2015,92,111.8
108,0,21,37,2016,114,100.6
109,0,21,37,2017,226,100.6
110,0,21,39,2010,2,2.2
111,0,21,41,2010,3,2.6
112,0,21,41,2011,3,2.4
113,0,21,41,2012,2,2.4
114,0,21,41,2014,6,7.7
115,0,21,41,2015,9,53.0
116,0,21,41,2016,8,80.3
117,0,21,41,2017,19,80.3
118,0,21,43,2010,3,3.0
119,0,21,43,2011,2,4.0
120,0,21,43,2012,3,6.8
121,0,21,43,2013,2,5.2
122,0,21,43,2014,4,4.4
123,0,21,43,2015,5,15.9
124,0,21,43,2016,9,45.0
125,0,21,43,2017,32,45.0
126,0,21,45,2010,3,2.8
127,0,21,45,2011,3,2.1
128,0,21,45,2012,2,3.0
129,0,21,45,2013,4,2.6
130,0,21,45,2015,1,6.7
131,0,21,45,2016,1,7.8
132,0,21,47,2010,1,2.6
133,0,21,47,2014,1,3.2
134,0,21,47,2016,8,46.8
135,0,21,49,2010,8,2.6
136,0,21,49,2011,2,5.1
137,0,21,49,2012,2,3.3
138,0,21,49,2013,1,2.9
139,0,21,49,2014,3,17.2
140,0,21,49,2015,9,8.8
141,0,21,49,2016,11,6.7
142,0,21,49,2017,20,6.7
143,0,21,51,2010,5,2.7
144,0,21,51,2011,7,2.9
145,0,21,51,2013,4,2.5
146,0,21,51,2014,6,2.6
147,0,21,51,2015,5,11.8
148,0,21,51,2016,1,15.1
149,0,21,53,2012,2,1.3
150,0,21,53,2013,1,2.5
151,0,21,53,2014,4,1.6
152,0,21,53,2015,2,1.2
153,0,21,53,2017,1,2.2
154,0,21,55,2010,2,1.8
155,0,21,55,2015,1,2.0
156,0,21,57,2014,1,2.0
157,0,21,57,2015,2,1.3
158,0,21,57,2016,4,2.2
159,0,21,59,2010,1,2.9
160,0,21,59,2011,3,2.3
161,0,21,59,2013,1,5.5
162,0,21,59,2014,3,2.3
163,0,21,59,2015,2,3.9
164,0,21,59,2016,5,35.0
165,0,21,59,2017,3,35.0
166,0,21,61,2010,1,1.4
167,0,21,61,2011,2,1.7
168,0,21,61,2013,2,1.2
169,0,21,61,2014,1,2.0
170,0,21,61,2015,1,6.9
171,0,21,61,2016,3,15.2
172,0,21,63,2012,2,1.0
173,0,21,63,2017,2,2.1
174,0,21,65,2011,1,1.3
175,0,21,65,2012,1,1.2
176,0,21,65,2014,3,2.3
177,0,21,65,2016,5,8.1
178,0,21,65,2017,12,8.1
179,0,21,67,2010,39,29.7
180,0,21,67,2011,33,29.7
181,0,21,67,2012,27,28.2
182,0,21,67,2013,26,42.7
183,0,21,67,2014,46,91.6
184,0,21,67,2015,101,130.8
185,0,21,67,2016,177,166.8
186,0,21,67,2017,470,166.8
187,0,21,69,2010,3,2.9
188,0,21,69,2011,2,2.1
189,0,21,69,2012,9,1.9
190,0,21,69,2013,1,1.6
191,0,21,69,2015,5,11.0
192,0,21,69,2017,3,15.4
193,0,21,71,2010,9,10.4
194,0,21,71,2011,7,9.4
195,0,21,71,2012,10,12.9
196,0,21,71,2013,15,16.3
197,0,21,71,2014,23,13.5
198,0,21,71,2015,16,45.2
199,0,21,71,2016,19,77.0
200,0,21,71,2017,8,77.0
201,0,21,73,2010,6,6.3
202,0,21,73,2011,6,6.0
203,0,21,73,2012,4,6.9
204,0,21,73,2013,6,3.4
205,0,21,73,2014,1,8.8
206,0,21,73,2015,5,20.0
207,0,21,73,2016,20,32.6
208,0,21,73,2017,34,32.6
209,0,21,75,2010,3,2.5
210,0,21,75,2017,4,2.2
211,0,21,77,2010,1,1.7
212,0,21,77,2011,2,1.7
213,0,21,77,2014,1,2.3
214,0,21,77,2017,1,2.2
215,0,21,79,2010,2,2.0
216,0,21,79,2014,2,7.3
217,0,21,79,2016,7,8.2
218,0,21,79,2017,11,8.2
219,0,21,81,2010,2,1.7
220,0,21,81,2011,1,1.2
221,0,21,81,2012,1,1.1
222,0,21,81,2013,1,5.2
223,0,21,81,2014,2,12.7
224,0,21,81,2015,14,14.3
225,0,21,81,2016,25,10.0
226,0,21,81,2017,31,10.0
227,0,21,83,2011,5,1.0
228,0,21,83,2012,1,1.3
229,0,21,83,2013,3,1.0
230,0,21,83,2014,2,1.8
231,0,21,83,2015,2,4.7
232,0,21,83,2016,5,4.8
233,0,21,83,2017,7,4.8
234,0,21,85,2010,3,15.3
235,0,21,85,2011,3,14.0
236,0,21,85,2016,4,130.4
237,0,21,85,2017,3,130.4
238,0,21,87,2012,1,6.7
239,0,21,89,2010,1,1.9
240,0,21,89,2011,1,1.6
241,0,21,89,2012,1,1.8
242,0,21,89,2014,4,3.1
243,0,21,89,2015,3,4.8
244,0,21,89,2016,9,6.8
245,0,21,89,2017,10,6.8
246,0,21,93,2010,10,5.7
247,0,21,93,2011,13,4.5
248,0,21,93,2012,6,4.5
249,0,21,93,2013,1,6.7
250,0,21,93,2014,8,2.3
251,0,21,93,2015,2,3.1
252,0,21,93,2016,5,7.1
253,0,21,93,2017,18,7.1
254,0,21,95,2010,12,7.9
255,0,21,95,2011,7,7.2
256,0,21,95,2012,51,7.5
257,0,21,95,2013,11,11.8
258,0,21,95,2014,10,2.4
259,0,21,95,2015,1,1.6
260,0,21,95,2016,10,2.2
261,0,21,95,2017,5,2.2
262,0,21,97,2010,1,1.3
263,0,21,97,2012,3,4.5
264,0,21,97,2013,3,3.7
265,0,21,97,2014,5,18.1
266,0,21,97,2015,22,23.2
267,0,21,97,2016,25,20.9
268,0,21,97,2017,29,20.9
269,0,21,99,2011,1,1.9
270,0,21,99,2012,2,1.8
271,0,21,99,2014,1,16.0
272,0,21,101,2011,1,3.3
273,0,21,101,2015,2,15.2
274,0,21,101,2016,5,11.6
275,0,21,101,2017,4,11.6
276,0,21,103,2012,4,1.4
277,0,21,103,2015,3,2.2
278,0,21,103,2016,1,3.8
279,0,21,103,2017,5,3.8
280,0,21,107,2010,2,3.5
281,0,21,107,2011,2,3.7
282,0,21,107,2012,4,3.9
283,0,21,107,2013,3,4.2
284,0,21,107,2015,4,16.3
285,0,21,107,2017,11,10.3
286,0,21,109,2010,5,1.8
287,0,21,109,2011,2,2.1
288,0,21,109,2014,2,2.9
289,0,21,109,2015,3,3.3
290,0,21,109,2016,1,7.6
291,0,21,109,2017,3,7.6
292,0,21,111,2010,90,77.1
293,0,21,111,2011,97,77.1
294,0,21,111,2012,106,75.3
295,0,21,111,2013,57,112.2
296,0,21,111,2014,62,180.0
297,0,21,111,2015,72,360.4
298,0,21,111,2016,294,792.6
299,0,21,111,2017,848,792.6
300,0,21,113,2010,14,5.3
301,0,21,113,2011,4,5.3
302,0,21,113,2012,30,5.1
303,0,21,113,2013,5,5.0
304,0,21,113,2014,18,7.0
305,0,21,113,2015,6,21.0
306,0,21,113,2016,20,32.9
307,0,21,113,2017,47,32.9
308,0,21,115,2010,5,3.1
309,0,21,115,2011,4,1.6
310,0,21,115,2012,1,1.6
311,0,21,115,2014,4,1.9
312,0,21,115,2015,1,1.2
313,0,21,115,2016,1,2.1
314,0,21,115,2017,2,2.1
315,0,21,117,2010,18,22.0
316,0,21,117,2011,26,20.3
317,0,21,117,2012,17,19.2
318,0,21,117,2013,7,24.6
319,0,21,117,2014,41,9.6
320,0,21,117,2015,103,6.1
321,0,21,117,2016,150,11.7
322,0,21,117,2017,328,11.7
323,0,21,119,2010,17,9.5
324,0,21,119,2011,2,8.4
325,0,21,119,2012,9,6.9
326,0,21,119,2013,6,4.8
327,0,21,119,2014,2,3.2
328,0,21,119,2016,9,4.8
329,0,21,119,2017,5,4.8
330,0,21,121,2010,11,2.0
331,0,21,121,2011,2,4.4
332,0,21,121,2012,7,4.1
333,0,21,121,2013,4,3.1
334,0,21,121,2014,6,4.7
335,0,21,121,2015,4,7.2
336,0,21,121,2017,2,12.9
337,0,21,123,2010,2,1.2
338,0,21,123,2011,1,1.1
339,0,21,125,2010,8,5.9
340,0,21,125,2011,5,9.1
341,0,21,125,2012,11,8.1
342,0,21,125,2013,12,7.9
343,0,21,125,2014,22,6.6
344,0,21,125,2015,7,31.3
345,0,21,125,2016,3,23.0
346,0,21,125,2017,28,23.0
347,0,21,127,2010,1,1.4
348,0,21,127,2011,1,1.3
349,0,21,127,2013,2,1.0
350,0,21,127,2017,2,2.3
351,0,21,129,2010,6,9.5
352,0,21,129,2011,11,6.5
353,0,21,129,2012,6,4.8
354,0,21,129,2013,5,2.5
355,0,21,129,2014,2,7.2
356,0,21,129,2015,3,1.4
357,0,21,129,2017,3,2.6
358,0,21,131,2010,9,4.2
359,0,21,131,2011,3,3.9
360,0,21,131,2012,4,3.1
361,0,21,131,2013,2,5.3
362,0,21,131,2014,7,3.3
363,0,21,131,2015,2,1.8
364,0,21,131,2016,3,2.2
365,0,21,131,2017,2,2.2
366,0,21,133,2010,11,8.0
367,0,21,133,2011,6,8.0
368,0,21,133,2012,2,4.5
369,0,21,133,2013,1,10.3
370,0,21,133,2014,1,11.3
371,0,21,133,2015,5,19.3
372,0,21,133,2016,1,19.5
373,0,21,133,2017,1,19.5
374,0,21,135,2010,1,1.5
375,0,21,135,2011,2,1.3
376,0,21,135,2016,2,5.1
377,0,21,135,2017,7,5.1
378,0,21,137,2010,1,1.8
379,0,21,137,2011,10,2.2
380,0,21,137,2012,1,1.5
381,0,21,137,2013,2,1.4
382,0,21,137,2014,1,1.5
383,0,21,137,2015,1,1.2
384,0,21,137,2016,1,2.2
385,0,21,137,2017,2,2.2
386,0,21,139,2010,1,1.3
387,0,21,139,2013,1,2.3
388,0,21,139,2014,1,1.6
389,0,21,139,2015,1,4.7
390,0,21,139,2016,1,5.3
391,0,21,141,2010,3,3.2
392,0,21,141,2011,2,3.1
393,0,21,141,2012,1,3.0
394,0,21,141,2014,3,1.7
395,0,21,141,2015,1,2.2
396,0,21,141,2016,1,3.3
397,0,21,143,2012,3,2.9
398,0,21,143,2013,1,1.7
399,0,21,143,2014,2,2.3
400,0,21,145,2010,7,6.4
401,0,21,145,2011,11,6.2
402,0,21,145,2012,6,6.2
403,0,21,145,2013,6,6.4
404,0,21,145,2014,7,4.0
405,0,21,145,2015,4,6.6
406,0,21,145,2016,4,8.6
407,0,21,145,2017,11,8.6
408,0,21,147,2010,3,2.2
409,0,21,147,2013,2,1.6
410,0,21,147,2014,3,2.5
411,0,21,151,2010,36,22.3
412,0,21,151,2011,13,22.3
413,0,21,151,2012,15,39.3
414,0,21,151,2013,13,46.3
415,0,21,151,2014,23,42.0
416,0,21,151,2015,48,136.6
417,0,21,151,2016,83,288.4
418,0,21,151,2017,139,288.4
419,0,21,153,2010,1,5.1
420,0,21,153,2011,3,9.1
421,0,21,153,2013,3,20.0
422,0,21,153,2015,1,78.9
423,0,21,153,2017,3,84.2
424,0,21,155,2010,5,4.8
425,0,21,155,2011,4,2.6
426,0,21,155,2012,1,3.2
427,0,21,155,2013,3,2.9
428,0,21,155,2014,2,13.4
429,0,21,155,2015,3,8.5
430,0,21,155,2016,4,10.3
431,0,21,155,2017,9,10.3
