,target,0,1,2,3,4,5,6,7,8,9
0,1.4,1.6,1.4,4.5,1.2,1.2,1.8,1.1,1.5,1.7,2.3
1,5.5,16.0,8.9,14.0,7.4,11.4,23.8,13.4,13.2,17.4,6.2
2,1.4,1.6,1.5,1.5,2.1,1.8,1.4,1.4,1.6,2.6,1.7
3,11.0,21.1,17.2,28.7,17.2,15.8,25.8,21.2,26.9,17.2,18.2
4,1.8,2.4,1.5,1.7,1.6,2.3,2.7,2.3,1.8,2.6,3.0
5,18.9,23.5,19.5,23.5,21.4,18.2,25.6,19.1,32.1,20.7,20.4
6,1.6,3.0,1.9,1.1,1.4,5.0,2.4,3.8,15.5,2.8,4.6
7,3.8,3.6,3.4,4.0,3.8,3.3,3.8,3.6,3.5,3.6,3.6
8,37.9,28.1,27.1,48.0,28.3,26.1,21.0,23.5,29.2,24.5,25.4
9,3.3,4.1,3.8,4.1,4.2,4.0,3.7,2.6,4.2,4.3,3.7
10,69.4,52.8,64.5,72.0,63.9,62.3,77.9,60.6,69.0,52.0,79.1
11,2.8,2.8,3.0,2.7,3.6,3.1,4.3,3.6,3.5,3.4,3.0
12,28.0,28.8,24.6,21.4,23.7,24.4,21.9,33.7,23.1,25.8,27.4
13,3.0,4.1,3.0,2.0,2.0,2.5,2.5,2.2,2.2,2.4,1.9
14,27.7,25.7,35.7,29.4,30.5,25.6,29.4,37.4,29.1,30.2,22.4
15,5.0,5.8,5.7,5.9,5.2,5.4,6.0,6.1,5.6,5.1,6.3
16,33.7,27.6,29.4,31.4,33.9,28.4,30.8,21.5,30.4,29.6,30.9
17,2.1,5.2,3.8,2.2,1.9,3.5,2.1,1.6,1.8,1.0,5.7
18,5.8,11.0,6.5,16.0,20.6,12.2,6.6,8.3,5.5,7.4,11.9
19,16.4,14.8,14.1,17.9,19.8,16.7,16.9,18.2,22.7,17.9,19.6
20,2.1,2.2,2.7,4.4,2.8,2.4,2.1,2.9,2.0,2.0,2.1
21,9.6,6.8,4.7,8.3,6.7,7.6,4.5,13.1,8.0,7.6,13.0
22,15.3,12.9,11.4,13.4,11.1,12.5,14.0,10.3,12.5,10.5,13.4
23,5.0,3.9,3.6,3.8,2.8,7.9,3.4,3.1,2.8,5.2,4.3
24,21.9,33.3,6.5,11.5,16.4,55.1,6.4,15.5,12.6,11.8,11.7
25,14.3,31.4,16.6,16.2,19.0,30.2,16.3,16.8,22.1,16.4,12.7
26,2.0,1.4,1.3,2.7,2.2,2.5,1.5,2.0,1.5,1.2,1.9
27,5.4,4.9,5.1,9.4,4.8,4.8,4.0,5.3,5.0,7.1,6.8
28,92.4,83.0,136.3,124.2,64.4,104.1,67.7,75.9,79.7,82.0,67.8
29,4.4,4.8,5.3,6.7,5.4,4.7,4.4,6.3,4.5,5.5,6.7
30,63.8,73.5,129.2,81.4,68.4,87.9,76.3,78.0,65.2,74.3,81.6
31,2.8,2.6,13.7,17.2,10.8,3.0,4.2,4.0,12.5,11.9,2.6
32,6.2,6.8,4.4,5.4,3.7,5.7,3.7,3.4,4.1,3.7,5.9
33,62.8,71.4,68.3,69.3,101.2,106.2,72.3,88.9,68.6,77.4,95.1
34,7.1,6.6,3.6,5.3,5.0,5.5,3.1,3.8,3.2,3.9,3.2
35,59.1,58.0,61.9,60.4,56.5,94.7,55.7,87.1,59.1,70.3,58.0
36,2.8,8.1,1.6,2.8,5.3,36.1,6.3,2.2,2.7,5.5,5.7
37,4.2,2.5,3.2,3.9,4.1,3.6,3.1,3.1,5.6,2.9,3.2
38,41.4,41.2,48.2,41.2,39.5,49.5,39.3,44.0,45.6,56.8,44.8
39,2.7,3.9,4.4,3.4,7.3,3.1,4.0,8.1,4.3,3.3,16.5
40,35.3,34.4,55.9,37.6,36.2,37.6,33.9,43.3,36.1,41.4,31.1
41,4.8,8.1,6.9,8.4,15.5,4.8,9.1,6.6,3.6,7.1,30.4
42,1.3,3.3,1.3,4.9,4.0,2.0,2.7,3.6,4.2,4.2,1.4
43,44.5,103.8,50.6,69.9,80.1,51.7,57.8,56.0,50.1,53.3,73.7
44,3.3,3.3,3.6,3.4,2.9,3.2,3.3,3.5,3.3,4.0,3.5
45,52.7,53.7,45.3,58.8,49.6,50.8,42.5,46.2,56.8,49.8,50.9
46,2.7,2.4,2.3,2.5,2.4,2.8,4.2,3.5,4.1,3.3,3.1
47,48.7,45.4,46.8,42.6,41.8,47.7,54.2,48.0,44.2,44.4,35.6
48,4.8,3.9,5.5,5.0,5.0,5.5,5.1,3.6,3.3,3.2,5.2
49,3.0,1.1,1.7,1.9,1.5,1.4,1.9,1.7,2.3,2.8,1.7
50,35.9,32.7,45.5,38.4,43.2,45.6,37.6,37.2,37.2,38.8,26.3
51,3.1,3.7,4.9,4.2,3.9,4.5,3.1,3.2,4.0,5.0,2.9
52,36.3,55.5,28.1,43.1,50.3,53.7,65.5,33.2,43.5,48.6,58.1
53,4.3,16.3,6.5,10.2,8.4,10.8,15.2,4.6,5.2,4.2,6.5
54,2.4,3.3,2.5,2.9,3.5,3.4,3.2,2.3,3.0,3.4,3.0
55,6.8,9.9,10.6,13.6,8.0,14.6,7.7,9.9,8.5,9.2,7.6
56,5.7,5.7,6.9,7.7,7.2,6.0,5.1,5.3,5.9,5.1,8.3
57,7.1,7.9,6.8,7.6,9.8,8.1,8.4,9.1,7.6,9.3,9.5
58,184.4,240.9,243.0,197.9,256.9,190.1,236.4,245.9,267.7,238.2,214.2
59,27.5,2.2,2.2,31.9,5.1,52.4,26.8,27.1,4.3,26.7,17.5
60,8.7,6.6,8.0,7.3,7.1,7.6,8.0,7.9,6.1,8.1,7.0
61,148.3,125.5,145.9,156.3,143.3,130.4,158.2,115.1,153.3,133.6,121.1
62,6.6,4.9,5.8,6.4,8.2,6.4,5.8,6.2,6.7,6.5,6.4
63,184.7,176.9,142.5,153.4,145.1,163.1,153.8,147.3,124.7,171.1,159.6
64,5.0,4.3,7.0,6.2,5.4,5.7,5.6,5.8,4.8,5.2,6.2
65,172.9,133.8,128.4,134.1,159.8,145.7,142.0,141.2,122.9,145.4,143.9
66,11.8,6.2,9.6,8.3,6.8,7.1,12.3,8.2,10.7,11.2,12.1
67,354.5,304.6,387.0,335.3,370.7,385.4,372.3,405.7,339.4,418.9,409.5
68,16.8,47.8,94.2,79.0,13.4,140.8,94.7,94.6,47.6,94.2,48.0
69,12.9,8.5,9.3,7.2,17.4,11.6,9.4,8.8,10.4,7.9,10.1
70,250.2,270.8,226.3,256.9,262.1,221.2,272.2,298.0,285.9,323.1,251.0
71,39.8,35.4,3.8,34.5,37.1,37.7,3.1,2.6,3.2,33.8,14.0
72,8.6,6.3,7.5,8.0,7.8,12.7,9.6,6.2,7.0,5.9,6.5
73,148.5,149.6,157.1,150.9,166.5,192.0,227.6,182.9,192.4,181.8,140.0
74,5.5,26.1,9.6,10.5,24.4,28.5,132.0,22.2,3.9,51.7,6.1
75,7.1,5.8,6.2,7.9,8.4,6.1,7.0,5.6,6.2,9.7,5.7
76,83.5,76.1,68.3,97.2,78.1,81.0,85.6,88.3,77.9,88.5,86.1
77,59.3,58.6,49.1,123.7,50.7,156.2,71.3,53.8,37.9,129.4,80.3
78,9.9,7.4,8.4,9.2,9.9,9.1,10.4,9.7,8.2,11.2,10.6
79,72.0,67.5,79.2,85.4,69.9,71.5,68.5,83.0,79.5,84.9,77.6
80,80.4,71.0,61.4,127.5,57.6,53.4,66.1,108.4,65.8,131.4,78.2
81,3.6,7.8,4.9,3.2,4.5,11.3,6.3,4.0,4.1,4.0,4.4
82,71.5,77.4,90.7,61.3,69.8,79.8,82.5,72.0,88.8,58.4,76.1
83,133.1,119.2,152.4,147.6,145.9,125.4,118.3,108.9,142.5,94.8,174.8
84,4.7,5.2,2.7,4.6,2.3,10.1,6.1,6.5,4.4,4.3,5.7
85,83.0,71.3,93.4,68.2,64.0,132.5,62.6,83.4,112.3,70.9,70.5
86,197.9,195.6,181.6,143.4,227.5,223.1,210.5,154.5,223.2,173.5,206.8
87,24.9,15.6,19.4,15.2,20.3,17.5,14.3,13.8,13.3,13.8,14.8
88,35.8,44.0,61.6,54.5,46.0,71.3,38.0,91.5,72.9,47.4,50.4
89,141.1,119.8,122.4,122.7,165.1,142.0,157.3,230.8,155.1,173.0,126.8
90,68.9,49.3,73.6,53.2,67.6,65.7,54.7,67.3,63.6,63.6,58.1
91,71.3,138.5,63.1,103.3,77.6,70.1,64.4,77.5,76.8,76.2,74.2
92,191.9,147.0,167.8,165.8,186.4,165.4,176.1,221.4,163.3,227.9,170.8
93,65.6,66.2,81.9,73.3,78.8,83.1,63.5,60.0,69.2,71.3,55.5
94,60.6,89.0,78.4,61.2,44.9,34.4,51.8,64.0,46.9,60.1,56.6
95,98.2,132.7,165.8,132.1,139.7,119.3,151.5,188.5,160.1,132.1,143.0
96,2.2,2.6,2.3,2.3,2.7,2.0,2.4,2.3,1.9,2.4,1.9
97,41.7,43.9,57.4,39.4,43.7,40.5,27.6,46.8,40.9,40.2,38.4
98,2.1,2.3,1.9,2.0,3.0,2.2,2.2,2.1,2.4,1.9,2.2
