,target,0,1,2,3,4,5,6,7,8,9
0,1.3,4.2,1.8,1.3,1.0,1.0,1.1,1.0,1.1,1.4,1.1
1,14.6,9.0,9.5,12.3,20.5,20.4,11.3,34.5,30.8,6.4,11.6
2,1.4,1.1,1.5,1.1,1.4,1.0,1.1,1.1,1.7,1.1,1.0
3,24.4,16.7,13.8,21.9,20.7,19.4,16.9,28.1,23.8,18.8,21.1
4,1.8,2.0,2.1,1.8,2.1,1.7,2.0,1.9,2.0,2.1,1.6
5,23.9,18.1,21.7,22.9,20.1,21.6,16.9,19.9,26.7,16.9,23.4
6,2.2,17.7,19.3,3.7,3.5,1.5,1.1,5.0,3.2,1.8,3.7
7,3.6,3.7,3.8,3.5,4.3,3.6,3.2,3.7,3.0,3.2,3.0
8,33.3,26.8,22.1,25.1,22.9,22.7,30.6,34.2,34.1,23.7,25.2
9,3.9,3.7,6.5,3.9,4.7,4.1,3.5,4.8,4.3,4.5,4.1
10,50.3,51.6,58.7,78.2,65.6,59.3,58.0,42.0,71.6,64.6,73.9
11,2.6,3.6,3.4,3.4,2.4,2.9,3.1,2.8,3.8,2.8,3.2
12,21.9,25.5,23.9,29.7,20.2,43.1,28.9,23.8,28.7,27.3,20.9
13,1.8,2.5,2.4,1.8,7.3,3.0,1.7,5.2,2.8,2.8,3.0
14,34.0,26.1,32.4,31.4,27.6,32.7,29.5,26.6,28.2,28.3,33.3
15,5.9,6.4,5.7,5.8,5.6,5.9,5.6,10.1,6.0,6.2,5.8
16,25.5,32.3,33.1,33.3,20.8,33.0,34.3,27.4,33.8,29.0,31.6
17,2.2,1.0,3.0,1.7,3.8,2.5,1.2,5.0,2.6,1.3,2.8
18,14.5,15.1,8.2,8.9,9.5,6.0,11.0,13.3,13.5,15.2,11.2
19,18.1,27.8,14.3,19.5,17.5,15.9,15.6,14.4,16.3,13.8,14.9
20,4.7,2.9,2.5,2.3,2.1,1.8,2.1,4.4,2.7,2.3,2.9
21,3.4,3.5,4.4,11.9,5.1,3.5,7.6,3.2,16.8,9.5,8.5
22,12.0,25.9,13.8,14.7,10.4,10.8,11.7,14.3,8.1,12.0,10.0
23,4.1,2.9,4.5,3.8,4.2,3.7,3.7,3.2,5.2,4.5,6.8
24,7.1,20.7,3.0,5.6,22.9,9.6,6.7,5.6,14.3,11.9,12.8
25,13.9,22.5,14.6,26.8,16.7,10.3,14.3,13.1,12.2,18.5,15.5
26,1.5,1.6,1.6,1.9,2.0,1.2,1.0,1.8,1.6,1.5,1.4
27,5.8,7.1,4.4,6.0,7.4,5.3,8.6,5.5,6.1,4.7,5.3
28,62.6,97.6,108.6,76.3,130.7,56.5,62.4,62.3,67.2,85.0,74.6
29,7.0,5.5,4.9,5.3,5.9,6.0,6.6,5.6,6.0,5.8,5.5
30,88.6,80.1,81.6,68.0,67.8,79.1,88.0,82.9,79.9,94.4,81.0
31,2.6,14.2,3.1,2.7,5.6,3.2,10.5,3.2,3.1,3.1,4.9
32,4.7,5.3,5.5,6.5,7.3,4.8,4.6,4.2,4.8,4.3,5.0
33,77.0,67.6,70.2,60.5,62.6,70.6,76.7,87.2,86.7,66.5,68.8
34,3.5,4.0,5.1,3.2,7.2,2.9,8.3,4.5,3.3,4.3,3.0
35,62.4,72.3,58.8,54.8,82.8,61.3,66.3,68.0,66.8,58.0,62.8
36,2.2,7.4,1.9,7.9,2.1,3.8,5.2,2.6,12.1,1.8,7.7
37,3.8,2.8,4.9,5.4,3.0,3.0,4.3,2.9,3.6,4.3,3.2
38,43.9,61.6,38.2,40.3,41.1,40.0,46.8,44.2,49.0,38.5,42.4
39,3.4,3.3,3.2,3.4,4.1,3.2,4.1,3.4,3.8,3.6,5.3
40,38.3,51.3,47.8,36.6,69.5,55.3,39.4,36.6,36.7,43.2,46.3
41,5.3,8.6,15.7,10.2,5.7,10.6,12.8,9.1,12.1,12.3,12.4
42,3.9,1.6,1.2,1.0,2.5,2.3,6.5,7.9,3.4,1.2,3.3
43,55.3,46.5,52.0,78.9,63.1,86.0,44.5,48.6,68.7,50.6,51.7
44,4.3,3.7,2.8,3.4,3.5,3.8,3.6,2.4,4.2,3.6,4.4
45,51.3,56.1,55.0,44.9,45.2,64.3,58.8,54.9,35.6,51.5,38.7
46,4.0,3.0,2.4,2.2,3.3,2.5,3.5,3.5,3.9,4.4,2.4
47,43.5,47.1,35.2,43.7,43.1,36.0,33.2,43.2,42.5,31.3,46.5
48,6.1,9.6,3.7,4.5,7.4,4.0,4.3,4.9,3.0,7.0,11.3
49,1.1,1.9,1.6,1.9,2.2,1.3,1.0,1.0,1.2,2.9,3.3
50,33.8,38.7,31.9,39.7,35.3,42.4,34.7,48.2,38.9,33.8,40.3
51,4.4,3.7,4.7,4.2,3.6,3.8,2.7,3.1,3.1,4.3,4.3
52,36.1,40.4,55.9,36.0,47.9,59.0,51.1,35.4,48.2,47.9,52.3
53,4.3,6.9,7.3,8.1,4.9,6.6,4.9,11.3,17.0,10.3,4.5
54,3.7,3.9,3.2,2.6,2.3,2.7,2.8,2.8,3.2,2.8,4.0
55,7.1,8.9,13.5,7.6,15.5,7.6,12.9,14.5,15.0,15.2,16.8
56,6.0,12.2,5.9,7.1,5.9,7.7,7.4,6.3,4.9,5.5,6.1
57,8.5,8.9,9.0,8.4,11.4,9.4,8.1,12.0,8.4,8.6,7.0
58,240.3,223.8,168.7,289.6,253.3,234.8,241.1,193.6,269.7,259.2,216.3
59,4.5,34.8,51.7,50.6,31.5,2.0,12.1,13.6,2.6,4.8,2.6
60,8.0,7.5,6.6,5.6,9.5,7.2,7.8,8.1,8.2,8.7,7.9
61,177.4,151.9,144.0,161.3,143.2,139.2,133.2,140.3,145.2,145.5,132.5
62,11.3,6.0,7.7,6.5,5.9,5.8,5.2,7.1,5.7,6.0,5.7
63,200.0,160.0,146.9,200.3,196.3,154.7,146.8,159.7,129.3,170.9,187.4
64,5.9,5.1,5.0,6.3,5.7,7.4,4.8,4.9,5.2,6.2,6.2
65,129.2,132.3,94.5,164.7,135.9,117.6,156.4,171.1,115.2,131.6,127.5
66,7.4,25.2,6.5,10.8,6.4,7.6,7.9,10.8,12.3,12.9,11.6
67,361.8,358.6,226.5,372.7,352.0,378.2,332.3,426.8,318.3,410.0,250.6
68,1.9,47.8,5.3,110.4,140.8,33.2,48.3,47.6,47.7,47.8,94.2
69,6.9,15.7,8.6,9.1,9.0,12.5,10.3,15.1,16.0,9.0,9.2
70,276.5,318.8,229.0,221.0,304.7,312.4,330.6,270.0,222.8,269.7,274.7
71,4.4,34.1,33.9,16.9,65.4,33.5,44.6,3.4,6.1,4.0,33.6
72,5.3,14.0,10.2,7.3,7.8,6.2,6.6,6.6,14.4,4.4,6.0
73,186.7,168.8,171.2,163.5,213.5,176.4,154.6,199.6,169.0,176.6,212.7
74,6.0,6.0,24.2,5.2,24.4,4.5,23.6,5.5,4.8,6.3,31.3
75,7.7,9.0,5.9,9.7,8.9,6.8,7.5,6.4,7.1,8.8,16.6
76,68.9,106.7,118.4,91.2,90.0,106.3,85.7,83.9,83.3,81.8,83.4
77,79.5,74.1,110.0,143.0,86.6,58.1,56.8,43.1,185.1,69.9,110.4
