,0,1,2,3,4,target
0,0,21,1,2010,1,25.692286026408684
1,0,21,1,2011,1,29.171783019875885
2,0,21,1,2012,2,32.65128001334308
3,0,21,3,2010,4,83.25324748822607
4,0,21,3,2012,5,90.21224147516045
5,0,21,3,2014,3,97.17123546209487
6,0,21,5,2010,2,25.692286026408684
7,0,21,5,2011,7,29.171783019875885
8,0,21,5,2013,1,36.130777006810284
9,0,21,5,2015,2,43.089770993744686
10,0,21,5,2016,3,46.56926798721188
11,0,21,5,2017,6,50.04876498067908
12,0,21,7,2016,1,46.56926798721188
13,0,21,9,2010,5,25.692286026408684
14,0,21,9,2011,6,29.171783019875885
15,0,21,9,2012,4,32.65128001334308
16,0,21,9,2013,3,36.130777006810284
17,0,21,9,2014,3,39.610274000277485
18,0,21,9,2015,3,43.089770993744686
19,0,21,9,2017,4,50.04876498067908
20,0,21,11,2010,1,25.692286026408684
21,0,21,11,2011,4,29.171783019875885
22,0,21,11,2012,3,32.65128001334308
23,0,21,11,2013,1,36.130777006810284
24,0,21,11,2015,5,43.089770993744686
25,0,21,11,2016,3,46.56926798721188
26,0,21,11,2017,6,50.04876498067908
27,0,21,13,2010,10,25.692286026408684
28,0,21,13,2011,8,29.171783019875885
29,0,21,13,2012,6,32.65128001334308
30,0,21,13,2013,6,36.130777006810284
31,0,21,13,2014,8,39.610274000277485
32,0,21,13,2015,11,43.089770993744686
33,0,21,13,2016,6,46.56926798721188
34,0,21,13,2017,4,50.04876498067908
35,0,21,15,2010,7,25.692286026408684
36,0,21,15,2011,10,29.171783019875885
37,0,21,15,2012,3,32.65128001334308
38,0,21,15,2013,2,36.130777006810284
39,0,21,15,2014,20,39.610274000277485
40,0,21,15,2015,80,43.089770993744686
41,0,21,15,2016,77,46.56926798721188
42,0,21,15,2017,129,50.04876498067908
43,0,21,17,2010,2,25.692286026408684
44,0,21,17,2011,2,29.171783019875885
45,0,21,17,2013,1,36.130777006810284
46,0,21,17,2015,1,43.089770993744686
47,0,21,17,2016,2,46.56926798721188
48,0,21,17,2017,6,50.04876498067908
49,0,21,19,2010,7,25.692286026408684
50,0,21,19,2011,7,29.171783019875885
51,0,21,19,2012,7,32.65128001334308
52,0,21,19,2013,7,36.130777006810284
53,0,21,19,2014,11,39.610274000277485
54,0,21,19,2015,10,43.089770993744686
55,0,21,19,2016,15,46.56926798721188
56,0,21,19,2017,65,50.04876498067908
57,0,21,21,2010,1,25.692286026408684
58,0,21,21,2011,1,29.171783019875885
59,0,21,21,2012,4,32.65128001334308
60,0,21,21,2013,1,36.130777006810284
61,0,21,21,2014,7,39.610274000277485
62,0,21,21,2015,6,43.089770993744686
63,0,21,21,2016,18,46.56926798721188
64,0,21,21,2017,51,50.04876498067908
65,0,21,23,2011,1,29.171783019875885
66,0,21,23,2012,2,32.65128001334308
67,0,21,23,2013,2,36.130777006810284
68,0,21,23,2014,1,39.610274000277485
69,0,21,23,2015,4,43.089770993744686
70,0,21,23,2016,5,46.56926798721188
71,0,21,25,2010,13,25.692286026408684
72,0,21,25,2011,6,29.171783019875885
73,0,21,25,2012,13,32.65128001334308
74,0,21,25,2013,14,36.130777006810284
75,0,21,25,2014,2,39.610274000277485
76,0,21,25,2015,5,43.089770993744686
77,0,21,25,2016,1,46.56926798721188
78,0,21,25,2017,3,50.04876498067908
79,0,21,27,2011,1,29.171783019875885
80,0,21,27,2012,1,32.65128001334308
81,0,21,27,2017,1,50.04876498067908
82,0,21,29,2010,9,25.692286026408684
83,0,21,29,2011,12,29.171783019875885
84,0,21,29,2012,1,32.65128001334308
85,0,21,29,2013,5,36.130777006810284
86,0,21,29,2014,4,39.610274000277485
87,0,21,29,2015,5,43.089770993744686
88,0,21,29,2016,12,46.56926798721188
89,0,21,29,2017,31,50.04876498067908
90,0,21,31,2010,1,25.692286026408684
91,0,21,31,2014,1,39.610274000277485
92,0,21,31,2016,4,46.56926798721188
93,0,21,33,2011,1,29.171783019875885
94,0,21,33,2014,1,39.610274000277485
95,0,21,33,2016,1,46.56926798721188
96,0,21,33,2017,1,50.04876498067908
