,target,0,1,2,3,4,5,6,7,8,9
0,1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
1,6,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8
2,1,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
3,18,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
4,2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
5,22,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6
6,1,27.5,27.5,27.9,27.9,27.9,27.9,27.9,27.9,27.5,27.5
7,4,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
8,26,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6
9,5,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.3
10,86,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9
11,3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
12,27,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
13,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
14,32,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7
15,7,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
16,33,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3
17,1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
18,6,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8
19,18,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6
20,2,3.1,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
21,3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
22,12,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8
23,3,6.0,5.9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.9
24,3,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1
25,16,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4
26,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
27,5,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
28,57,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5,108.5
29,6,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
30,93,91.4,91.4,91.4,91.4,91.4,91.4,91.4,91.4,91.4,91.4
31,3,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
32,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
33,70,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8,65.8
34,3,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
35,58,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
36,2,64.6,64.6,64.6,64.6,64.6,64.6,64.6,64.6,64.6,64.6
37,3,5.4,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
38,47,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6
39,3,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
40,37,45.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8
41,7,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
42,1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
43,51,62.3,62.3,62.3,62.3,62.3,62.3,62.3,62.3,62.3,62.3
44,4,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
45,63,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.1
46,3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
47,48,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
48,3,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2
49,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,37,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3
51,5,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
52,65,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9
53,4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
54,3,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
55,8,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5
56,7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
57,10,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1
58,251,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8
59,2,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9
60,8,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
61,117,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5,148.5
62,6,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
63,158,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3,169.3
64,6,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
65,138,100.3,100.3,100.3,100.3,100.3,100.3,100.3,100.3,100.3,100.3
66,8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
67,467,236.1,236.1,236.1,236.1,236.1,236.1,236.1,236.1,236.1,236.1
68,1,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
69,11,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
70,315,142.4,142.4,142.4,142.4,142.4,142.4,142.4,142.4,142.4,142.4
71,3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
72,6,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
73,201,111.1,111.1,111.1,111.1,111.1,111.1,111.1,111.1,111.1,111.1
74,6,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5
75,7,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
76,90,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2
77,47,63.3,63.3,63.3,63.3,63.3,63.3,63.3,63.3,63.3,63.3
78,10,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
79,72,90.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,90.7
80,55,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1
81,3,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
82,69,80.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,80.6
83,160,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1,141.1
84,2,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
85,68,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2,80.2
86,229,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1
87,20,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9
88,27,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3
89,168,148.2,148.2,148.2,148.2,148.2,148.2,148.2,148.2,148.2,148.2
90,80,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1
91,54,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5
92,227,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9,158.9
93,77,58.7,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5,59.5
94,28,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1
95,164,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8,123.8
96,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
97,46,32.8,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1
98,2,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
