,target,0,1,2,3,4,5,6,7,8,9
0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,6,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1
2,1,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
3,18,15.6,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,15.6
4,2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
5,22,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4
6,1,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4
7,4,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
8,26,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9
9,5,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
10,86,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9
11,3,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
12,27,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
13,2,3.0,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
14,32,22.3,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8
15,7,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
16,33,27.9,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,29.0
17,1,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
18,6,36.1,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6
19,18,27.0,26.3,26.3,26.3,26.3,26.3,26.3,26.3,26.3,27.6
20,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
21,3,17.6,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4
22,12,11.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5
23,3,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
24,3,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2
25,16,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8
26,1,1.5,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
27,5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
28,57,95.4,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3
29,6,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
30,93,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4
31,3,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9
32,4,3.7,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7
33,70,58.1,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9
34,3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
35,58,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2
36,2,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7
37,3,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
38,47,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5,44.5
39,3,7.0,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
40,37,43.9,43.9,43.9,43.9,43.9,43.9,43.9,43.9,43.9,43.9
41,7,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
42,1,1.1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
43,51,51.1,62.0,56.3,56.3,56.3,56.3,56.3,56.3,59.2,62.0
44,4,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
45,63,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8
46,3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
47,48,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6,48.6
48,3,16.3,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,16.3
49,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,37,35.6,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1
51,5,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
52,65,32.9,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,32.9
53,4,4.4,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4.4
54,3,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
55,8,15.5,15.5,17.6,17.6,17.6,17.6,17.6,17.6,15.5,15.5
56,7,6.7,6.7,8.8,8.8,8.8,8.8,8.8,8.8,6.7,6.7
57,10,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1
58,251,221.8,221.8,221.8,221.8,221.8,221.8,221.8,221.8,221.8,221.8
59,2,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9
60,8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
61,117,175.4,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3,132.3
62,6,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
63,158,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0
64,6,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
65,138,141.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7
66,8,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9
67,467,231.4,231.4,228.1,228.1,228.1,228.1,228.1,228.1,228.1,231.4
68,1,5.2,5.2,16.0,16.0,16.0,16.0,16.0,16.0,16.0,5.2
69,11,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
70,315,155.3,155.3,155.3,155.3,155.3,155.3,155.3,155.3,155.3,155.3
71,3,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
72,6,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
73,201,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2
74,6,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
75,7,7.1,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
76,90,91.6,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2
77,47,60.3,63.3,63.3,63.3,63.3,63.3,63.3,63.3,63.3,63.3
78,10,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3
79,72,87.3,65.7,65.7,65.7,65.7,65.7,65.7,65.7,65.7,87.3
80,55,76.1,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,76.1
81,3,5.4,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.4
82,69,69.9,80.6,59.0,59.0,59.0,59.0,59.0,59.0,59.0,80.6
83,160,141.1,141.1,142.7,142.7,142.7,142.7,142.7,142.7,142.7,141.1
84,2,6.1,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
85,68,92.7,80.7,80.7,80.7,80.7,80.7,80.7,80.7,80.7,92.7
86,229,198.6,187.9,187.9,187.9,187.9,187.9,187.9,187.9,187.9,198.6
87,20,23.2,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
88,27,57.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8,57.8
89,168,160.7,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,160.7
90,80,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2
91,54,62.6,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,62.6
92,227,171.4,162.6,162.6,162.6,162.6,162.6,162.6,162.6,162.6,171.4
93,77,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6
94,28,55.6,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,55.6
95,164,136.3,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,136.3
96,2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
97,46,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1
98,2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
99,25,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8
100,1,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
101,1,1.9,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
102,45,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9
103,7,8.5,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,8.5
104,1,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
105,11,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9
106,4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4
107,2,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
108,14,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
109,9,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2
110,7,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
111,295,149.6,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1,130.1
112,5,82.2,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
113,7,5.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
114,307,224.1,204.6,204.6,204.6,204.6,204.6,204.6,204.6,204.6,204.6
115,40,128.8,109.6,109.6,109.6,109.6,109.6,109.6,109.6,109.6,109.6
