,0,1,2,3,4,target
0,0,21,1,2010,1,2.0
1,0,21,1,2011,1,2.0
2,0,21,1,2012,2,2.0
3,0,21,3,2010,4,26.7
4,0,21,3,2012,5,26.7
5,0,21,3,2014,3,26.7
6,0,21,5,2010,2,5.2
7,0,21,5,2011,7,5.2
8,0,21,5,2013,1,5.2
9,0,21,5,2015,2,5.2
10,0,21,5,2016,3,5.2
11,0,21,5,2017,6,5.2
12,0,21,7,2016,1,1.9
13,0,21,9,2010,5,3.2
14,0,21,9,2011,6,3.2
15,0,21,9,2012,4,3.2
16,0,21,9,2013,3,3.2
17,0,21,9,2014,3,3.2
18,0,21,9,2015,3,3.2
19,0,21,9,2017,4,3.2
20,0,21,11,2010,1,6.9
21,0,21,11,2011,4,6.9
22,0,21,11,2012,3,6.9
23,0,21,11,2013,1,6.9
24,0,21,11,2015,5,6.9
25,0,21,11,2016,3,6.9
26,0,21,11,2017,6,6.9
27,0,21,13,2010,10,3.8
28,0,21,13,2011,8,3.8
29,0,21,13,2012,6,3.8
30,0,21,13,2013,6,3.8
31,0,21,13,2014,8,3.8
32,0,21,13,2015,11,3.8
33,0,21,13,2016,6,3.8
34,0,21,13,2017,4,3.8
35,0,21,15,2010,7,98.4
36,0,21,15,2011,10,98.4
37,0,21,15,2012,3,98.4
38,0,21,15,2013,2,98.4
39,0,21,15,2014,20,98.4
40,0,21,15,2015,80,98.4
41,0,21,15,2016,77,98.4
42,0,21,15,2017,129,98.4
43,0,21,17,2010,2,4.0
44,0,21,17,2011,2,4.0
45,0,21,17,2013,1,4.0
46,0,21,17,2015,1,4.0
47,0,21,17,2016,2,4.0
48,0,21,17,2017,6,4.0
49,0,21,19,2010,7,65.0
50,0,21,19,2011,7,65.0
51,0,21,19,2012,7,65.0
52,0,21,19,2013,7,65.0
53,0,21,19,2014,11,65.0
54,0,21,19,2015,10,65.0
55,0,21,19,2016,15,65.0
56,0,21,19,2017,65,65.0
57,0,21,21,2010,1,34.6
58,0,21,21,2011,1,34.6
59,0,21,21,2012,4,34.6
60,0,21,21,2013,1,34.6
61,0,21,21,2014,7,34.6
62,0,21,21,2015,6,34.6
63,0,21,21,2016,18,34.6
64,0,21,21,2017,51,34.6
65,0,21,23,2011,1,4.4
66,0,21,23,2012,2,4.4
67,0,21,23,2013,2,4.4
68,0,21,23,2014,1,4.4
69,0,21,23,2015,4,4.4
70,0,21,23,2016,5,4.4
71,0,21,25,2010,13,2.6
72,0,21,25,2011,6,2.6
73,0,21,25,2012,13,2.6
74,0,21,25,2013,14,2.6
75,0,21,25,2014,2,2.6
76,0,21,25,2015,5,2.6
77,0,21,25,2016,1,2.6
78,0,21,25,2017,3,2.6
79,0,21,27,2011,1,2.4
80,0,21,27,2012,1,2.4
81,0,21,27,2017,1,2.4
82,0,21,29,2010,9,23.5
83,0,21,29,2011,12,23.5
84,0,21,29,2012,1,23.5
85,0,21,29,2013,5,23.5
86,0,21,29,2014,4,23.5
87,0,21,29,2015,5,23.5
88,0,21,29,2016,12,23.5
89,0,21,29,2017,31,23.5
90,0,21,31,2010,1,3.2
91,0,21,31,2014,1,3.2
92,0,21,31,2016,4,3.2
93,0,21,33,2011,1,3.6
94,0,21,33,2014,1,3.6
95,0,21,33,2016,1,3.6
96,0,21,33,2017,1,3.6
97,0,21,35,2011,1,2.6
98,0,21,35,2013,1,2.6
99,0,21,35,2015,1,2.6
100,0,21,35,2016,1,2.6
101,0,21,35,2017,5,2.6
102,0,21,37,2010,27,115.4
103,0,21,37,2011,22,115.4
104,0,21,37,2012,14,115.4
105,0,21,37,2013,11,115.4
106,0,21,37,2014,61,115.4
107,0,21,37,2015,92,115.4
108,0,21,37,2016,114,115.4
109,0,21,37,2017,226,115.4
110,0,21,39,2010,2,81.4
111,0,21,41,2010,3,79.7
112,0,21,41,2011,3,79.7
113,0,21,41,2012,2,79.7
114,0,21,41,2014,6,79.7
115,0,21,41,2015,9,79.7
116,0,21,41,2016,8,79.7
117,0,21,41,2017,19,79.7
118,0,21,43,2010,3,26.7
119,0,21,43,2011,2,26.7
120,0,21,43,2012,3,26.7
