,0,1,2,3,target
0,0,21,1,2018,11.2
1,0,21,1,2019,11.2
2,0,21,1,2020,11.2
3,0,21,3,2018,239.0
4,0,21,3,2020,239.0
5,0,21,3,2022,239.0
6,0,21,5,2018,5.2
7,0,21,5,2019,5.2
8,0,21,5,2021,5.2
9,0,21,5,2023,5.2
10,0,21,5,2024,5.2
11,0,21,5,2025,5.2
12,0,21,7,2024,5.2
13,0,21,9,2018,4.8
14,0,21,9,2019,4.8
15,0,21,9,2020,4.8
16,0,21,9,2021,4.8
17,0,21,9,2022,4.8
18,0,21,9,2023,4.8
19,0,21,9,2025,4.8
20,0,21,11,2018,5.4
21,0,21,11,2019,5.4
22,0,21,11,2020,5.4
23,0,21,11,2021,5.4
24,0,21,11,2023,5.4
25,0,21,11,2024,5.4
26,0,21,11,2025,5.4
27,0,21,13,2018,17.3
28,0,21,13,2019,17.3
29,0,21,13,2020,17.3
30,0,21,13,2021,17.3
31,0,21,13,2022,17.3
32,0,21,13,2023,17.3
33,0,21,13,2024,17.3
34,0,21,13,2025,17.3
35,0,21,15,2018,92.1
36,0,21,15,2019,92.1
37,0,21,15,2020,92.1
38,0,21,15,2021,92.1
39,0,21,15,2022,92.1
40,0,21,15,2023,92.1
41,0,21,15,2024,92.1
42,0,21,15,2025,92.1
43,0,21,17,2018,24.2
44,0,21,17,2019,24.2
45,0,21,17,2021,24.2
46,0,21,17,2023,24.2
47,0,21,17,2024,24.2
48,0,21,17,2025,24.2
49,0,21,19,2018,53.2
50,0,21,19,2019,53.2
51,0,21,19,2020,53.2
52,0,21,19,2021,53.2
53,0,21,19,2022,53.2
54,0,21,19,2023,53.2
55,0,21,19,2024,53.2
56,0,21,19,2025,53.2
57,0,21,21,2018,47.4
58,0,21,21,2019,47.4
59,0,21,21,2020,47.4
60,0,21,21,2021,47.4
61,0,21,21,2022,47.4
62,0,21,21,2023,47.4
63,0,21,21,2024,47.4
64,0,21,21,2025,47.4
65,0,21,23,2019,36.6
66,0,21,23,2020,36.6
67,0,21,23,2021,36.6
68,0,21,23,2022,36.6
69,0,21,23,2023,36.6
70,0,21,23,2024,36.6
71,0,21,25,2018,7.2
72,0,21,25,2019,7.2
73,0,21,25,2020,7.2
74,0,21,25,2021,7.2
75,0,21,25,2022,7.2
76,0,21,25,2023,7.2
77,0,21,25,2024,7.2
78,0,21,25,2025,7.2
79,0,21,27,2019,6.4
80,0,21,27,2020,6.4
81,0,21,27,2025,6.4
82,0,21,29,2018,25.0
83,0,21,29,2019,25.0
84,0,21,29,2020,25.0
85,0,21,29,2021,25.0
86,0,21,29,2022,25.0
87,0,21,29,2023,25.0
88,0,21,29,2024,25.0
89,0,21,29,2025,25.0
90,0,21,31,2018,19.3
91,0,21,31,2022,19.3
92,0,21,31,2024,19.3
93,0,21,33,2019,7.8
94,0,21,33,2022,7.8
95,0,21,33,2024,7.8
96,0,21,33,2025,7.8
97,0,21,35,2019,48.8
98,0,21,35,2021,48.8
99,0,21,35,2023,48.8
100,0,21,35,2024,48.8
101,0,21,35,2025,48.8
102,0,21,37,2018,170.2
103,0,21,37,2019,170.2
104,0,21,37,2020,170.2
105,0,21,37,2021,170.2
106,0,21,37,2022,170.2
107,0,21,37,2023,170.2
108,0,21,37,2024,170.2
109,0,21,37,2025,170.2
110,0,21,39,2018,174.7
111,0,21,41,2018,21.8
112,0,21,41,2019,21.8
113,0,21,41,2020,21.8
114,0,21,41,2022,21.8
115,0,21,41,2023,21.8
116,0,21,41,2024,21.8
117,0,21,41,2025,21.8
118,0,21,43,2018,28.1
119,0,21,43,2019,28.1
120,0,21,43,2020,28.1
121,0,21,43,2021,28.1
122,0,21,43,2022,28.1
123,0,21,43,2023,28.1
124,0,21,43,2024,28.1
125,0,21,43,2025,28.1
126,0,21,45,2018,26.3
127,0,21,45,2019,26.3
128,0,21,45,2020,26.3
129,0,21,45,2021,26.3
130,0,21,45,2023,26.3
131,0,21,45,2024,26.3
132,0,21,47,2018,18.1
133,0,21,47,2022,18.1
134,0,21,47,2024,18.1
135,0,21,49,2018,16.3
136,0,21,49,2019,16.3
137,0,21,49,2020,16.3
138,0,21,49,2021,16.3
139,0,21,49,2022,16.3
140,0,21,49,2023,16.3
141,0,21,49,2024,16.3
142,0,21,49,2025,16.3
143,0,21,51,2018,12.4
144,0,21,51,2019,12.4
145,0,21,51,2021,12.4
146,0,21,51,2022,12.4
147,0,21,51,2023,12.4
148,0,21,51,2024,12.4
149,0,21,53,2020,4.8
150,0,21,53,2021,4.8
151,0,21,53,2022,4.8
152,0,21,53,2023,4.8
153,0,21,53,2025,4.8
154,0,21,55,2018,3.4
155,0,21,55,2023,3.4
156,0,21,57,2022,2.7
157,0,21,57,2023,2.7
158,0,21,57,2024,2.7
159,0,21,59,2018,2.6
160,0,21,59,2019,2.6
161,0,21,59,2021,2.6
162,0,21,59,2022,2.6
163,0,21,59,2023,2.6
164,0,21,59,2024,2.6
165,0,21,59,2025,2.6
166,0,21,61,2018,49.5
167,0,21,61,2019,49.5
168,0,21,61,2021,49.5
169,0,21,61,2022,49.5
170,0,21,61,2023,49.5
171,0,21,61,2024,49.5
172,0,21,63,2020,51.9
173,0,21,63,2025,51.9
174,0,21,65,2019,55.9
175,0,21,65,2020,55.9
176,0,21,65,2022,55.9
177,0,21,65,2024,55.9
178,0,21,65,2025,55.9
179,0,21,67,2018,365.6
180,0,21,67,2019,365.6
181,0,21,67,2020,365.6
182,0,21,67,2021,365.6
183,0,21,67,2022,365.6
184,0,21,67,2023,365.6
185,0,21,67,2024,365.6
186,0,21,67,2025,365.6
187,0,21,69,2018,143.6
188,0,21,69,2019,143.6
189,0,21,69,2020,143.6
190,0,21,69,2021,143.6
191,0,21,69,2023,143.6
192,0,21,69,2025,143.6
193,0,21,71,2018,53.2
194,0,21,71,2019,53.2
195,0,21,71,2020,53.2
196,0,21,71,2021,53.2
197,0,21,71,2022,53.2
198,0,21,71,2023,53.2
199,0,21,71,2024,53.2
200,0,21,71,2025,53.2
201,0,21,73,2018,28.4
202,0,21,73,2019,28.4
203,0,21,73,2020,28.4
204,0,21,73,2021,28.4
205,0,21,73,2022,28.4
206,0,21,73,2023,28.4
207,0,21,73,2024,28.4
208,0,21,73,2025,28.4
209,0,21,75,2018,19.0
210,0,21,75,2025,19.0
211,0,21,77,2018,6.5
212,0,21,77,2019,6.5
213,0,21,77,2022,6.5
214,0,21,77,2025,6.5
215,0,21,79,2018,9.6
216,0,21,79,2022,9.6
217,0,21,79,2024,9.6
218,0,21,79,2025,9.6
219,0,21,81,2018,23.0
220,0,21,81,2019,23.0
221,0,21,81,2020,23.0
222,0,21,81,2021,23.0
223,0,21,81,2022,23.0
224,0,21,81,2023,23.0
225,0,21,81,2024,23.0
226,0,21,81,2025,23.0
227,0,21,83,2019,7.4
228,0,21,83,2020,7.4
229,0,21,83,2021,7.4
230,0,21,83,2022,7.4
231,0,21,83,2023,7.4
232,0,21,83,2024,7.4
233,0,21,83,2025,7.4
234,0,21,85,2018,5.0
235,0,21,85,2019,5.0
236,0,21,85,2024,5.0
237,0,21,85,2025,5.0
238,0,21,87,2020,5.0
239,0,21,89,2018,9.9
240,0,21,89,2019,9.9
241,0,21,89,2020,9.9
242,0,21,89,2022,9.9
243,0,21,89,2023,9.9
244,0,21,89,2024,9.9
245,0,21,89,2025,9.9
246,0,21,93,2018,14.1
247,0,21,93,2019,14.1
248,0,21,93,2020,14.1
249,0,21,93,2021,14.1
250,0,21,93,2022,14.1
251,0,21,93,2023,14.1
252,0,21,93,2024,14.1
253,0,21,93,2025,14.1
254,0,21,95,2018,10.2
255,0,21,95,2019,10.2
256,0,21,95,2020,10.2
257,0,21,95,2021,10.2
258,0,21,95,2022,10.2
259,0,21,95,2023,10.2
260,0,21,95,2024,10.2
261,0,21,95,2025,10.2
262,0,21,97,2018,23.0
263,0,21,97,2020,23.0
264,0,21,97,2021,23.0
265,0,21,97,2022,23.0
266,0,21,97,2023,23.0
267,0,21,97,2024,23.0
268,0,21,97,2025,23.0
269,0,21,99,2019,22.8
270,0,21,99,2020,22.8
271,0,21,99,2022,22.8
272,0,21,101,2019,6.6
273,0,21,101,2023,6.6
274,0,21,101,2024,6.6
275,0,21,101,2025,6.6
276,0,21,103,2020,7.2
277,0,21,103,2023,7.2
278,0,21,103,2024,7.2
279,0,21,103,2025,7.2
280,0,21,107,2018,8.9
281,0,21,107,2019,8.9
282,0,21,107,2020,8.9
283,0,21,107,2021,8.9
284,0,21,107,2023,8.9
285,0,21,107,2025,8.9
286,0,21,109,2018,87.4
287,0,21,109,2019,87.4
288,0,21,109,2022,87.4
289,0,21,109,2023,87.4
290,0,21,109,2024,87.4
291,0,21,109,2025,87.4
292,0,21,111,2018,370.0
293,0,21,111,2019,370.0
294,0,21,111,2020,370.0
295,0,21,111,2021,370.0
296,0,21,111,2022,370.0
297,0,21,111,2023,370.0
298,0,21,111,2024,370.0
299,0,21,111,2025,370.0
300,0,21,113,2018,25.5
301,0,21,113,2019,25.5
302,0,21,113,2020,25.5
303,0,21,113,2021,25.5
304,0,21,113,2022,25.5
305,0,21,113,2023,25.5
306,0,21,113,2024,25.5
307,0,21,113,2025,25.5
308,0,21,115,2018,6.8
309,0,21,115,2019,6.8
310,0,21,115,2020,6.8
311,0,21,115,2022,6.8
312,0,21,115,2023,6.8
313,0,21,115,2024,6.8
314,0,21,115,2025,6.8
315,0,21,117,2018,165.6
316,0,21,117,2019,165.6
317,0,21,117,2020,165.6
318,0,21,117,2021,165.6
319,0,21,117,2022,165.6
320,0,21,117,2023,165.6
321,0,21,117,2024,165.6
322,0,21,117,2025,165.6
323,0,21,119,2018,37.4
324,0,21,119,2019,37.4
325,0,21,119,2020,37.4
326,0,21,119,2021,37.4
327,0,21,119,2022,37.4
328,0,21,119,2024,37.4
329,0,21,119,2025,37.4
330,0,21,121,2018,2.6
331,0,21,121,2019,2.6
332,0,21,121,2020,2.6
333,0,21,121,2021,2.6
334,0,21,121,2022,2.6
335,0,21,121,2023,2.6
336,0,21,121,2025,2.6
337,0,21,123,2018,4.6
338,0,21,123,2019,4.6
339,0,21,125,2018,12.4
