,target,0,1,2,3,4,5,6,7,8,9
0,1.2,1.6,1.3,1.3,1.2,1.2,1.1,1.5,1.2,1.1,1.3
1,7.2,13.7,24.1,35.3,20.2,11.4,15.0,13.5,11.7,19.2,14.9
2,1.2,1.3,1.3,1.4,1.1,1.3,2.2,1.4,1.0,1.5,1.3
3,16.4,17.7,21.1,18.3,27.9,16.1,31.1,17.1,25.5,16.8,18.2
4,2.0,1.9,1.5,2.0,1.8,2.0,2.0,1.8,2.0,2.1,1.9
5,24.3,18.3,20.1,28.1,21.3,18.9,27.1,19.7,17.8,21.0,19.4
6,1.4,1.4,2.8,3.7,1.0,1.2,3.0,2.0,1.2,1.4,4.4
7,3.7,3.8,3.8,3.6,3.5,3.2,3.1,3.3,3.1,3.4,3.5
8,25.6,22.0,28.2,22.0,27.8,27.2,27.4,23.4,16.2,18.5,25.9
9,4.3,4.0,4.4,4.4,4.4,4.5,3.1,4.0,4.1,3.4,4.0
10,69.4,39.6,73.1,71.1,54.1,57.4,47.7,51.1,52.9,42.9,40.9
11,2.9,4.2,3.2,3.2,3.8,2.5,2.6,3.4,2.8,2.8,4.4
12,21.0,20.3,32.6,28.9,26.9,23.8,28.6,18.6,27.9,27.8,25.3
13,2.7,2.2,1.9,1.8,2.5,4.1,2.0,2.6,2.8,3.3,4.0
14,28.3,33.4,24.7,44.1,29.5,26.6,26.8,25.3,28.0,32.5,42.7
15,5.9,3.9,4.3,6.0,5.8,5.8,5.3,5.4,11.0,5.7,7.1
16,31.9,27.7,22.4,38.2,29.9,24.2,39.4,27.6,38.1,38.8,42.5
17,1.4,2.3,1.7,1.1,1.7,2.5,1.5,2.0,1.4,1.5,6.0
18,8.8,22.4,14.4,15.0,26.3,7.6,9.1,6.6,8.7,11.4,29.8
19,14.7,15.6,16.7,15.9,20.3,19.4,15.0,15.0,17.8,16.7,15.0
20,2.3,2.8,2.4,2.0,3.1,2.2,3.5,3.7,1.9,1.9,2.7
21,9.4,15.0,17.0,11.3,6.4,3.1,3.5,3.2,4.0,5.5,13.3
22,11.3,9.2,11.8,10.6,13.1,11.3,13.3,12.5,11.9,15.3,10.9
23,2.6,4.4,3.1,2.8,4.4,3.4,5.2,3.6,2.7,3.0,4.0
24,11.8,7.4,6.5,10.0,20.3,14.3,11.7,7.3,11.1,9.4,8.0
25,17.8,15.3,13.6,7.5,12.5,10.8,12.6,13.7,23.4,17.2,15.6
26,1.5,1.3,1.3,1.4,1.4,2.6,1.4,1.0,1.3,1.7,1.7
27,6.0,4.6,11.8,6.2,5.0,5.1,5.5,4.8,4.8,6.7,6.0
28,60.5,64.6,87.2,57.6,94.2,69.5,71.7,65.3,64.1,122.6,62.5
29,4.7,6.3,10.6,5.9,7.6,4.9,6.3,5.3,5.9,6.0,5.4
30,67.8,82.9,65.7,59.2,75.6,83.4,77.2,86.8,74.7,83.6,69.9
31,2.9,14.5,3.0,6.1,22.4,25.7,2.5,13.6,11.8,6.0,3.7
32,3.8,7.2,9.4,6.6,4.0,6.9,4.7,5.5,4.1,6.1,4.6
33,84.8,72.6,71.5,56.1,71.2,69.9,76.3,72.9,102.9,68.7,85.9
34,3.7,8.4,8.8,6.2,4.6,8.0,2.8,4.5,3.6,4.4,3.3
35,58.0,65.3,64.6,73.0,73.3,63.9,53.5,55.5,100.4,60.3,88.3
36,1.8,19.3,7.0,2.4,7.5,27.4,2.8,2.6,9.6,4.4,2.2
37,3.0,3.2,4.4,3.4,3.2,4.1,2.6,3.6,3.0,3.1,4.4
38,45.4,45.7,39.9,39.9,44.1,47.4,46.2,53.3,50.8,49.2,62.1
39,4.2,3.2,3.9,2.9,2.9,4.6,3.4,3.3,3.5,4.6,3.0
40,35.1,36.9,38.7,41.5,34.0,40.9,42.3,43.5,38.7,64.0,39.4
41,22.9,12.0,11.8,31.4,10.6,6.7,16.3,8.6,7.6,34.7,6.8
42,1.7,2.8,6.9,3.2,1.8,3.7,2.3,1.0,1.3,4.6,4.1
43,64.4,65.8,43.4,47.9,44.8,53.6,58.4,50.8,43.5,46.2,46.8
44,3.5,3.7,3.5,3.4,4.0,3.0,3.1,3.8,3.7,3.1,3.0
45,52.9,43.8,58.6,39.1,43.6,55.8,63.0,49.9,52.0,47.9,53.5
46,2.2,2.7,3.4,2.6,4.2,3.6,2.7,3.1,2.8,3.1,3.4
47,45.9,36.2,39.1,34.0,34.9,42.0,46.4,34.6,49.5,43.9,33.8
48,8.6,3.0,3.0,3.2,4.0,6.7,7.1,10.1,3.7,5.4,10.4
49,1.6,1.2,2.5,1.6,2.9,2.2,1.4,1.8,1.9,1.5,1.4
