,target,0,1,2,3,4,5,6,7,8,9
0,1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
1,6,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3
2,1,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
3,18,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
4,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
5,22,25.5,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.5
6,1,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7
7,4,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
8,26,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9
9,5,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
10,86,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
11,3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
12,27,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6
13,2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
14,32,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2
15,7,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
16,33,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3
17,1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
18,6,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8
19,18,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4
20,2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
21,3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
22,12,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
23,3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
24,3,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5
25,16,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1
26,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
27,5,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
28,57,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1
29,6,4.5,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
